#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2014-08-29T21:46:21 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5400f3a61a6e	
#INFO	-out.max=unlimited	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJS/167/40&tab:{J/ApJS/167/40/catalog}&key:source=J/ApJS/167/40/catalog&HTTPPRM:&&-ref=VIZ5400f3a61a6e&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/167/40/catalog
#-order=I
#-out=S
#S=wd
#-out=SpClass
#-out=WD
#-out=SDSS
#-out=pm
#-out=pmPA
#-out=umag
#-out=gmag
#-out=rmag
#-out=imag
#-out=zmag
#-out=Teff
#Sloan=SDSS
#-out=RAJ2000
#-out=DEJ2000
#

#RESOURCE=yCat_21670040
#Name: J/ApJS/167/40
#Title: SDSS4 confirmed white dwarfs catalog (Eisenstein+, 2006)
#Table	J_ApJS_167_40_catalog:
#Name: J/ApJS/167/40/catalog
#Title: SDSS DR4 white dwarfs and hot subdwarfs {\em(tables 1 and 1c of catalog)}
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	S	(A2)	{\bf wd} for white dwarfs, or {\bf sd} for subdwarfs	[ucd=src.class]
#Column	SpClass	(a12)	Spectral Classification	[ucd=spect.index]
#Column	WD	(a10)	McCook & Sion (1999, see Cat. III/235) WD catalog ID (as of 2005 August)	[ucd=meta.id]
#Column	SDSS	(a19)	The IAU name, JHHMMSS.ss+DDMMSS.s \linkRole{SDSS-DR4 photometric data} (3)	[ucd=meta.id;meta.main]
#Column	pm	(F7.1)	? Proper motion	[ucd=pos.pm]
#Column	pmPA	(F5.1)	? Proper-motion position angle, where 0 = north, 90 = east, etc	[ucd=pos.pm;pos.posAng]
#Column	umag	(F6.3)	? SDSS u-band PSF as observed magnitude	[ucd=phot.mag;em.opt.U]
#Column	gmag	(F6.3)	? SDSS g-band PSF as observed magnitude	[ucd=phot.mag;em.opt.B]
#Column	rmag	(F6.3)	? SDSS r-band PSF as observed magnitude	[ucd=phot.mag;em.opt.R]
#Column	imag	(F6.3)	? SDSS i-band PSF as observed magnitude	[ucd=phot.mag;em.opt.I]
#Column	zmag	(F6.3)	? SDSS z-band PSF as observed magnitude	[ucd=phot.mag;em.opt.I]
#Column	Teff	(I6)	Autofit temperature	[ucd=phys.temperature]
#Column	RAJ2000	(F10.6)	Decimal degree right ascension (J2000) (4)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Decimal degree declination (J2000) (4)	[ucd=pos.eq.dec;meta.main]
_RAJ2000	_DEJ2000	S	SpClass	WD	SDSS	pm	pmPA	umag	gmag	rmag	imag	zmag	Teff	RAJ2000	DEJ2000
212.081603	+39.101739	wd	DA_auto     	          	J140819.58+390606.2	   22.8	143.4	19.233	18.734	18.822	18.994	19.310	 10290	212.081603	+39.101739
212.091666	+44.502211	wd	DA_auto     	          	J140821.99+443007.9	   57.6	299.8	19.332	19.019	19.264	19.522	19.593	 15799	212.091666	+44.502211
212.230723	+60.341873	wd	DA_auto     	          	J140855.37+602030.7	   64.9	168.9	20.381	20.079	20.392	20.782	21.135	 16778	212.230723	+60.341873
212.242938	+53.212847	wd	DA_auto     	          	J140858.30+531246.2	    6.4	188.8	18.825	18.843	19.184	19.451	19.593	 20974	212.242938	+53.212847
212.247787	+04.765198	wd	DA          	1406+050  	J140859.46+044554.7	   44.7	254.6	18.431	17.933	18.075	18.246	18.430	 10938	212.247787	+04.765198
212.295288	-02.067168	wd	DA_auto     	          	J140910.86-020401.8	   41.3	163.7	19.220	18.757	18.879	19.065	19.332	 11806	212.295288	-02.067168
212.318073	-00.003139	wd	DC          	          	J140916.33-000011.3	   35.2	254.8	19.165	18.803	18.662	18.704	18.796	 10082	212.318073	-00.003139
212.335988	+46.868718	wd	DA_auto     	          	J140920.63+465207.3	   22.1	150.9	18.881	18.449	18.667	18.887	19.201	 12721	212.335988	+46.868718
212.371668	+57.144185	wd	DA_auto     	          	J140929.20+570839.0	  107.1	150.6	19.502	19.119	19.033	18.988	19.003	  8051	212.371668	+57.144185
212.389702	+46.049241	wd	DC:         	          	J140933.52+460257.2	   27.6	128.9	20.553	20.422	20.584	20.780	21.760	 11776	212.389702	+46.049241
212.393539	+66.206349	wd	DA          	1408+664  	J140934.44+661222.8	       	     	20.452	20.152	20.428	20.693	20.978	 15854	212.393539	+66.206349
212.407799	+38.474781	wd	DA_auto     	          	J140937.87+382829.2	   56.0	162.9	18.890	18.368	18.294	18.251	18.241	  7798	212.407799	+38.474781
212.438485	+42.266848	wd	DA_auto     	1407+425  	J140945.23+421600.6	   12.1	208.2	15.400	15.111	15.138	15.368	15.455	  9982	212.438485	+42.266848
212.443253	+01.316786	wd	DA          	1407+015  	J140946.38+011900.4	   16.6	257.6	19.343	19.565	19.934	20.308	20.237	 28062	212.443253	+01.316786
212.443501	+59.149996	wd	DA_auto     	          	J140946.44+590859.9	    8.1	334.7	18.766	18.548	18.835	19.133	19.371	 17343	212.443501	+59.149996
212.456843	+46.791888	wd	WD:+M       	          	J140949.64+464730.7	   23.7	264.3	20.701	19.909	19.018	18.417	18.126	  6300	212.456843	+46.791888
212.523923	-02.583414	wd	DAZ         	          	J141005.74-023500.2	   65.5	179.1	19.065	18.792	18.773	18.817	18.997	 10112	212.523923	-02.583414
212.542876	+38.835682	wd	DA_auto     	          	J141010.29+385008.4	    4.5	136.6	20.456	20.024	20.162	20.362	20.537	 11116	212.542876	+38.835682
212.547652	+04.882166	wd	DA          	1407+051  	J141011.43+045255.7	   30.2	203.8	17.600	17.393	17.703	17.942	18.157	 15441	212.547652	+04.882166
212.566902	+60.522000	wd	DA_auto     	          	J141016.05+603119.1	   14.8	167.8	19.772	19.417	19.424	19.497	19.638	  9280	212.566902	+60.522000
212.572178	+46.580594	wd	DA_auto     	          	J141017.32+463450.1	       	     	19.087	18.637	18.602	18.641	18.766	  8586	212.572178	+46.580594
212.578354	+02.428055	wd	DA          	1407+026  	J141018.80+022540.9	   17.9	303.7	19.036	18.638	18.767	18.931	19.172	 11589	212.578354	+02.428055
212.619422	-02.013374	wd	DA_auto     	          	J141028.66-020048.1	   40.4	236.3	17.849	18.183	18.686	18.990	19.329	 43448	212.619422	-02.013374
212.682841	+47.252910	wd	DA_auto     	          	J141043.88+471510.4	   28.2	142.5	19.640	19.645	20.059	20.419	20.614	 23420	212.682841	+47.252910
212.706178	+04.847778	wd	DA          	1408+050  	J141049.48+045051.9	   23.1	151.0	20.577	20.063	20.273	20.489	21.152	 12789	212.706178	+04.847778
212.723415	+64.487880	wd	DA          	1409+647  	J141053.61+642916.3	    1.3	 53.8	18.980	19.092	19.490	19.792	19.983	 24549	212.723415	+64.487880
212.740568	-02.043532	wd	DA+M        	          	J141057.73-020236.7	   19.5	297.3	18.495	18.617	18.858	18.755	18.481	  8878	212.740568	-02.043532
212.741594	+44.607717	wd	DA_auto     	          	J141057.98+443627.7	    3.8	122.3	18.107	17.711	17.906	18.179	18.405	 13003	212.741594	+44.607717
212.797101	+54.601580	wd	DA_auto     	          	J141111.30+543605.6	       	     	19.560	19.597	20.058	20.302	20.611	 24115	212.797101	+54.601580
212.798761	+36.963183	wd	DA_auto     	          	J141111.70+365747.4	  101.1	172.5	18.825	18.352	18.424	18.638	18.848	 10911	212.798761	+36.963183
212.815853	-03.223782	wd	DA_auto     	          	J141115.80-031325.6	  112.3	259.8	18.843	18.407	18.435	18.509	18.700	  9533	212.815853	-03.223782
212.847717	+58.191813	wd	DA_auto     	          	J141123.45+581130.5	   17.5	228.7	20.687	20.295	20.420	20.547	21.191	 11295	212.847717	+58.191813
212.917421	+60.388392	wd	DA_auto     	          	J141140.18+602318.2	    4.7	 25.5	19.115	18.818	19.113	19.381	19.548	 15172	212.917421	+60.388392
212.990004	+03.908833	wd	DA          	1409+041  	J141157.60+035431.7	   33.5	142.1	18.762	18.721	19.146	19.429	19.805	 21365	212.990004	+03.908833
213.036594	+42.273522	wd	DA_auto     	          	J141208.78+421624.6	   95.6	231.8	18.974	18.475	18.284	18.244	18.279	  7306	213.036594	+42.273522
213.036952	+36.914527	wd	DA_auto     	          	J141208.86+365452.2	   25.5	180.5	18.138	18.220	18.622	18.958	19.301	 23562	213.036952	+36.914527
213.060737	+54.808123	wd	DB          	          	J141214.57+544829.2	   20.5	310.5	19.404	19.515	19.806	20.126	20.242	 16783	213.060737	+54.808123
213.062225	+01.406295	wd	DB          	1409+016  	J141214.93+012422.6	   24.6	257.1	18.873	19.002	19.344	19.507	19.730	 24360	213.062225	+01.406295
213.077075	+46.176349	wd	DA_auto     	          	J141218.49+461034.8	   64.2	208.2	18.488	18.107	18.399	18.663	18.887	 14947	213.077075	+46.176349
213.086217	+65.689820	wd	DA+M        	1411+659  	J141220.69+654123.3	    4.4	 14.5	19.571	19.163	19.263	18.832	18.391	  9830	213.086217	+65.689820
213.123517	+59.020240	wd	DA_auto     	          	J141229.64+590112.8	   15.3	 90.4	16.562	16.936	17.446	17.821	18.176	 46324	213.123517	+59.020240
213.192511	+50.962939	wd	DA_auto     	          	J141246.20+505746.5	   13.5	339.8	20.834	20.484	20.437	20.472	20.424	  8965	213.192511	+50.962939
213.242391	+04.933957	wd	DB          	1410+051  	J141258.17+045602.2	   26.9	168.0	17.191	17.346	17.750	18.086	18.392	 29822	213.242391	+04.933957
213.253130	+56.768676	wd	DA_auto     	          	J141300.75+564607.2	    3.8	178.4	19.323	19.325	19.768	19.926	19.999	 22321	213.253130	+56.768676
213.343310	-00.247661	wd	DA          	          	J141322.39-001451.5	   67.5	190.8	18.325	17.989	18.079	18.224	18.404	 10227	213.343310	-00.247661
213.343310	-00.247661	wd	DA          	          	J141322.39-001451.5	   67.5	190.8	18.325	17.989	18.079	18.224	18.404	 10553	213.343310	-00.247661
213.344136	+45.060331	wd	DA_auto     	          	J141322.59+450337.1	   25.3	268.1	20.135	19.971	20.211	20.478	20.792	 17149	213.344136	+45.060331
213.360474	+65.642402	wd	DA          	1412+658  	J141326.51+653832.6	    7.3	167.7	20.352	19.991	20.259	20.614	20.602	 14672	213.360474	+65.642402
213.371512	+42.423017	wd	DB          	          	J141329.16+422522.8	   16.9	 17.0	19.708	19.716	19.920	20.154	20.304	 14575	213.371512	+42.423017
213.397057	+37.652009	wd	DA_auto     	          	J141335.29+373907.2	   28.1	246.2	19.232	18.850	19.093	19.301	19.502	 13419	213.397057	+37.652009
213.407254	+45.075437	wd	DB          	          	J141337.74+450431.5	   29.3	143.8	18.854	18.999	19.301	19.620	19.765	 19913	213.407254	+45.075437
213.451496	+52.157074	wd	DA_auto     	          	J141348.35+520925.4	   24.5	315.9	19.377	19.417	19.820	20.162	20.523	 24454	213.451496	+52.157074
213.456085	+57.287893	wd	DB          	          	J141349.46+571716.4	    4.6	333.4	18.226	18.399	18.808	19.106	19.508	 28718	213.456085	+57.287893
213.485316	+39.540469	wd	DA_auto     	          	J141356.47+393225.6	   29.2	203.2	19.065	18.732	18.781	18.949	19.179	 10441	213.485316	+39.540469
213.485503	-00.445323	wd	DA          	          	J141356.52-002643.1	   89.6	276.7	17.791	17.432	17.495	17.590	17.702	  9668	213.485503	-00.445323
213.527119	+40.672672	wd	DA_auto     	          	J141406.50+404021.6	   39.0	123.8	19.311	18.960	18.943	18.989	19.177	  9029	213.527119	+40.672672
213.533352	+03.989003	wd	DA          	1411+042  	J141408.00+035920.4	   45.6	148.2	19.413	18.863	18.969	19.108	19.189	 10535	213.533352	+03.989003
213.537965	+60.156283	wd	DA_auto     	          	J141409.11+600922.6	   33.7	181.5	20.275	19.948	20.141	20.350	20.361	 13401	213.537965	+60.156283
213.551698	+46.361676	wd	DA_auto     	          	J141412.40+462142.0	   51.4	143.4	20.705	20.231	20.382	20.653	21.533	 11825	213.551698	+46.361676
213.558345	+39.820026	wd	DA_auto     	          	J141414.00+394912.0	   19.0	322.1	19.257	19.048	19.404	19.655	19.947	 17765	213.558345	+39.820026
213.592828	+47.399462	wd	DA_auto     	          	J141422.27+472358.0	   17.5	325.5	19.608	19.408	19.698	19.999	20.378	 16987	213.592828	+47.399462
213.610581	-01.231860	wd	DZ          	1411-009  	J141426.53-011354.6	  107.5	269.5	18.095	17.890	17.935	18.014	18.225	 10254	213.610581	-01.231860
213.610581	-01.231860	wd	DZ          	1411-009  	J141426.53-011354.6	  107.5	269.5	18.095	17.890	17.935	18.014	18.225	 10252	213.610581	-01.231860
213.631628	-02.668896	wd	DB          	          	J141431.59-024008.0	   44.1	232.9	18.148	18.026	18.189	18.322	18.473	 12702	213.631628	-02.668896
213.689492	+56.562508	wd	DB          	          	J141445.47+563345.0	  107.7	302.2	17.830	17.914	18.228	18.461	18.727	 15939	213.689492	+56.562508
213.701059	+02.216044	wd	DA          	1412+024  	J141448.25+021257.7	   55.4	168.5	18.718	18.281	18.208	18.190	18.295	  8296	213.701059	+02.216044
213.715579	-01.545203	wd	DA+M        	          	J141451.73-013242.7	    7.9	 79.0	19.841	19.412	19.419	18.806	18.139	  9384	213.715579	-01.545203
213.730719	+47.083790	wd	DA_auto     	          	J141455.37+470501.6	   12.5	350.4	19.988	19.544	19.795	19.948	20.297	 13101	213.730719	+47.083790
213.733938	+40.405362	wd	DA_auto     	          	J141456.14+402419.3	   19.5	113.6	18.287	18.053	18.321	18.577	18.873	 16056	213.733938	+40.405362
213.741204	+01.368698	wd	DA          	1412+016  	J141457.88+012207.3	  148.4	158.5	18.279	17.836	17.821	17.891	17.994	  9075	213.741204	+01.368698
213.805575	+63.070271	wd	DA_auto     	          	J141513.33+630412.9	   52.4	288.5	16.978	16.643	16.892	17.125	17.368	 13770	213.805575	+63.070271
213.817098	-01.153379	wd	DA          	1412-009  	J141516.10-010912.1	   34.1	271.4	18.494	18.262	18.281	18.367	18.545	 10163	213.817098	-01.153379
213.833516	+53.185470	wd	DA_auto     	          	J141520.04+531107.6	    4.6	124.9	18.790	18.872	19.295	19.552	19.995	 21942	213.833516	+53.185470
213.837605	+59.456506	wd	DA_auto     	          	J141521.02+592723.4	   24.6	250.3	19.830	19.366	19.565	19.767	19.758	 11694	213.837605	+59.456506
213.841356	+59.141700	wd	DA_auto     	          	J141521.92+590830.1	   16.8	317.9	19.062	18.967	19.316	19.598	20.077	 18462	213.841356	+59.141700
213.924063	+02.569750	wd	DA          	1413+028  	J141541.77+023411.0	  113.9	119.1	19.418	19.067	19.071	19.149	19.351	  9280	213.924063	+02.569750
213.947555	+44.687422	wd	DA_auto     	          	J141547.41+444114.7	   21.5	180.2	19.545	19.394	19.699	19.950	20.068	 16722	213.947555	+44.687422
213.963838	+01.614476	wd	DC:         	          	J141551.32+013652.1	   26.2	187.3	19.005	18.865	18.948	19.060	19.101	 10542	213.963838	+01.614476
213.965393	+60.552252	wd	DBA:        	          	J141551.69+603308.1	   27.8	249.0	19.336	19.392	19.635	19.829	20.087	 14408	213.965393	+60.552252
213.991051	+62.512917	wd	DA_auto     	          	J141557.85+623046.5	   11.3	224.3	18.203	17.807	17.855	17.967	18.185	 10186	213.991051	+62.512917
213.995384	+43.621068	wd	DA_auto     	          	J141558.89+433715.8	   70.7	150.7	18.575	18.004	17.790	17.718	17.737	  7466	213.995384	+43.621068
214.045699	+41.049277	wd	DB          	          	J141610.96+410257.3	   14.6	185.5	19.816	19.905	20.234	20.507	20.572	 18827	214.045699	+41.049277
214.077454	+62.260662	wd	DA_auto     	          	J141618.58+621538.3	    9.6	167.4	18.187	18.418	18.887	19.279	19.563	 31092	214.077454	+62.260662
214.163813	+51.011830	wd	DA_auto     	          	J141639.31+510042.5	   18.0	151.3	17.459	17.853	18.368	18.722	19.178	 52174	214.163813	+51.011830
214.170221	+59.527303	wd	DA_auto     	          	J141640.85+593138.2	   22.6	284.0	19.864	19.365	19.650	19.861	20.015	 13288	214.170221	+59.527303
214.177681	+52.262086	wd	DC:         	          	J141642.64+521543.5	   17.6	141.1	19.520	19.433	19.380	19.511	19.644	 10192	214.177681	+52.262086
214.178059	+45.327208	wd	DA_auto     	          	J141642.73+451937.9	   39.9	156.9	18.745	18.286	18.550	18.733	18.909	 12481	214.178059	+45.327208
214.200369	+38.669476	wd	DA_auto     	          	J141648.08+384010.1	   31.9	142.3	19.619	19.486	19.801	20.054	20.290	 17709	214.200369	+38.669476
214.233125	+45.737970	wd	DA_auto     	          	J141655.95+454416.6	   16.0	291.5	19.658	19.415	19.713	20.026	20.338	 16290	214.233125	+45.737970
214.274204	+52.108178	wd	DA_auto     	          	J141705.80+520629.4	   13.4	336.9	20.114	19.862	20.062	20.344	20.589	 14613	214.274204	+52.108178
214.286732	+00.974245	wd	DA          	1414+012  	J141708.81+005827.2	   33.5	265.4	18.517	18.037	18.247	18.381	18.496	 11087	214.286732	+00.974245
214.286732	+00.974245	wd	DA          	1414+012  	J141708.81+005827.2	   33.5	265.4	18.517	18.037	18.247	18.381	18.496	 11295	214.286732	+00.974245
214.314146	+49.944434	wd	DC:         	          	J141715.39+495639.9	   33.6	310.3	20.355	20.263	20.399	20.513	20.555	 10864	214.314146	+49.944434
214.378131	+37.436310	wd	DA_auto     	          	J141730.75+372610.7	   71.3	222.8	19.283	18.874	18.761	18.769	18.831	  8091	214.378131	+37.436310
214.380200	+01.849712	wd	DA+M        	1414+020  	J141731.24+015058.9	   13.8	115.0	19.113	18.706	18.678	18.091	17.535	  9073	214.380200	+01.849712
214.421985	-01.781526	wd	DA_auto     	          	J141741.27-014653.4	   14.6	197.9	19.801	19.713	20.082	20.336	20.415	 19626	214.421985	-01.781526
214.449835	-00.097091	wd	DA          	          	J141747.96-000549.5	   19.1	148.9	18.678	18.406	18.660	18.928	19.237	 15884	214.449835	-00.097091
214.449835	-00.097091	wd	DA          	          	J141747.96-000549.5	   19.1	148.9	18.678	18.406	18.660	18.928	19.237	 15254	214.449835	-00.097091
214.462494	+59.023931	wd	DA_auto     	          	J141750.99+590126.1	   70.0	247.0	20.121	19.938	20.346	20.631	20.762	 18301	214.462494	+59.023931
214.514058	+57.119963	wd	DA_auto     	          	J141803.37+570711.8	   22.0	319.3	18.860	18.800	19.211	19.462	19.818	 21419	214.514058	+57.119963
214.519497	+04.139389	wd	DA          	1415+043  	J141804.67+040821.7	   72.3	196.1	18.170	17.817	17.688	17.720	17.751	  8136	214.519497	+04.139389
214.525885	+38.280961	wd	DA_auto     	          	J141806.21+381651.4	   10.9	329.8	18.918	18.903	19.277	19.562	19.756	 21374	214.525885	+38.280961
214.529832	+51.731815	wd	DA_auto     	1416+519  	J141807.15+514354.5	   10.3	161.2	17.915	17.714	18.000	18.230	18.536	 18455	214.529832	+51.731815
214.556913	+39.766769	wd	DA_auto     	          	J141813.65+394600.3	   17.5	303.3	19.709	19.484	19.748	19.963	20.076	 14664	214.556913	+39.766769
214.569299	-02.137738	wd	DA_auto     	          	J141816.63-020815.8	   25.0	260.0	17.721	17.464	17.732	17.986	18.255	 16364	214.569299	-02.137738
214.665229	+00.531749	wd	DA          	1416+007  	J141839.65+003154.2	  120.0	202.6	18.912	18.492	18.443	18.508	18.559	  8889	214.665229	+00.531749
214.668324	-00.421272	wd	DA          	          	J141840.39-002516.5	   19.0	 95.5	19.198	18.891	19.140	19.367	19.577	 14664	214.668324	-00.421272
214.668324	-00.421272	wd	DA          	          	J141840.39-002516.5	   19.0	 95.5	19.198	18.891	19.140	19.367	19.577	 15512	214.668324	-00.421272
214.672705	+03.294904	wd	DA          	1416+035  	J141841.44+031741.6	   29.6	116.8	19.800	19.403	19.482	19.735	19.789	 10938	214.672705	+03.294904
214.771874	+04.452345	wd	DA          	1416+046  	J141905.24+042708.4	   23.1	206.5	17.546	17.334	17.652	17.915	18.177	 17561	214.771874	+04.452345
214.793298	+55.518776	wd	DA_auto     	          	J141910.39+553107.5	   39.5	338.6	19.291	18.948	18.890	18.971	19.082	  8382	214.793298	+55.518776
214.793979	+04.525804	wd	DA          	1416+047  	J141910.55+043132.8	   51.0	267.6	18.353	18.010	18.263	18.527	18.873	 15352	214.793979	+04.525804
214.863768	+47.115851	wd	DA+M        	          	J141927.30+470657.0	   17.2	332.6	19.042	18.727	18.237	17.399	16.875	  6300	214.863768	+47.115851
214.892285	-02.403166	wd	DA_auto     	          	J141934.14-022411.3	   23.1	260.7	20.384	20.119	20.408	20.650	20.653	 17452	214.892285	-02.403166
214.895774	+04.960036	wd	DA          	1417+051  	J141934.98+045736.1	       	     	20.307	19.856	19.974	20.195	20.181	 11158	214.895774	+04.960036
215.008309	+36.264467	wd	DA_auto     	          	J142001.99+361552.0	   66.1	152.2	19.164	18.735	18.786	18.850	18.982	  9032	215.008309	+36.264467
215.026396	+53.376103	wd	DA_auto     	          	J142006.33+532233.9	  132.5	140.3	17.443	16.990	16.847	16.832	16.916	  8038	215.026396	+53.376103
215.028137	+59.225702	wd	DA_auto     	          	J142006.75+591332.5	   20.0	102.5	20.728	20.459	20.684	21.002	21.388	 14000	215.028137	+59.225702
215.086670	+52.263695	wd	DA_auto     	1418+524  	J142020.80+521549.3	   26.9	 47.9	16.753	16.855	17.273	17.592	17.890	 24609	215.086670	+52.263695
215.103105	+62.269422	wd	DA_auto     	          	J142024.74+621609.9	    6.8	162.5	19.864	19.707	20.019	20.232	20.511	 17585	215.103105	+62.269422
215.129121	+62.778070	wd	DA_auto     	          	J142030.98+624641.0	   21.7	254.2	18.987	19.026	19.401	19.729	20.185	 21429	215.129121	+62.778070
215.156529	+55.954566	wd	DA_auto     	          	J142037.56+555716.4	   19.6	190.9	19.008	18.706	18.919	19.169	19.409	 13804	215.156529	+55.954566
215.209861	+42.623449	wd	DA_auto     	          	J142050.36+423724.4	   42.7	134.6	18.084	18.169	18.602	18.976	19.147	 24791	215.209861	+42.623449
215.243240	+01.124717	wd	DA          	1418+013  	J142058.37+010728.9	    9.2	347.3	18.869	19.073	19.458	19.823	20.156	 26780	215.243240	+01.124717
215.243240	+01.124717	wd	DA          	1418+013  	J142058.37+010728.9	    9.2	347.3	18.869	19.073	19.458	19.823	20.156	 26182	215.243240	+01.124717
215.243240	+01.124717	wd	DA          	1418+013  	J142058.37+010728.9	    9.2	347.3	18.869	19.073	19.458	19.823	20.156	 26264	215.243240	+01.124717
215.247276	+61.618919	wd	DA_auto     	          	J142059.34+613708.1	   11.3	314.6	19.581	19.258	19.489	19.780	19.907	 13915	215.247276	+61.618919
215.256141	-02.205838	wd	DC:         	          	J142101.47-021221.0	   40.3	111.4	18.922	18.897	19.013	19.151	19.301	 12326	215.256141	-02.205838
215.325765	+52.596434	wd	DA_auto     	          	J142118.18+523547.1	    4.3	120.6	19.791	19.722	20.129	20.419	20.872	 20673	215.325765	+52.596434
215.334143	-00.773915	wd	DA          	          	J142120.19-004626.0	   48.8	292.8	17.992	17.592	17.601	17.875	17.818	  9039	215.334143	-00.773915
215.334143	-00.773915	wd	DA          	          	J142120.19-004626.0	   48.8	292.8	17.992	17.592	17.601	17.875	17.818	  9096	215.334143	-00.773915
215.357060	+53.081764	wd	DA_auto     	          	J142125.69+530454.3	   39.2	279.0	19.601	19.108	18.992	18.983	19.008	  7696	215.357060	+53.081764
215.369616	+52.221660	wd	DA_auto     	          	J142128.70+521317.9	   27.3	143.5	19.369	19.047	19.318	19.522	19.751	 13770	215.369616	+52.221660
215.422920	+39.290752	wd	DA_auto     	          	J142141.50+391726.7	   13.6	114.6	19.580	19.740	20.108	20.474	20.817	 24254	215.422920	+39.290752
215.446804	+42.439595	wd	DA_auto     	          	J142147.23+422622.5	  178.1	131.6	17.673	17.356	17.411	17.503	17.619	  9347	215.446804	+42.439595
215.476406	+59.570736	wd	DC:         	          	J142154.33+593414.6	   36.5	333.9	20.356	20.090	20.038	20.097	20.363	 10106	215.476406	+59.570736
215.481322	+60.200381	wd	DA_auto     	          	J142155.51+601201.3	   12.0	104.3	20.456	19.952	20.011	20.140	20.327	  9739	215.481322	+60.200381
215.512012	-02.047717	wd	DB          	          	J142202.88-020251.7	    9.3	160.7	18.161	18.283	18.539	18.752	19.036	 16601	215.512012	-02.047717
215.551619	+04.300147	wd	DA          	1419+045  	J142212.38+041800.5	   51.4	174.0	20.797	20.396	20.526	20.660	20.543	 10248	215.551619	+04.300147
215.561565	+04.401464	wd	DA          	1419+046  	J142214.77+042405.2	   58.0	183.9	19.564	19.029	19.059	19.212	19.335	  9834	215.561565	+04.401464
215.642029	+43.851560	wd	DA_auto     	          	J142234.08+435105.6	    7.4	163.4	18.554	18.618	18.998	19.296	19.647	 23269	215.642029	+43.851560
215.674597	+51.593878	wd	DA:+M       	          	J142241.90+513537.9	    1.1	211.3	15.372	15.698	15.696	15.536	15.433	 10110	215.674597	+51.593878
215.706577	+59.143428	wd	DA_auto     	1421+593  	J142249.57+590836.3	   40.3	275.3	16.996	16.543	16.662	16.796	17.024	 10774	215.706577	+59.143428
215.725636	-02.122205	wd	DA_auto     	          	J142254.15-020719.9	   13.8	230.5	18.428	18.718	19.178	19.514	19.821	 41009	215.725636	-02.122205
215.741722	+52.490504	wd	DBAZ        	          	J142258.01+522925.8	   22.9	321.0	19.385	19.380	19.582	19.768	19.916	 14130	215.741722	+52.490504
215.746940	+57.699637	wd	DA_auto     	          	J142259.26+574158.6	   40.7	253.7	20.236	19.705	19.845	19.982	20.204	 10311	215.746940	+57.699637
215.779760	+55.442123	wd	DA          	          	J142307.14+552631.6	   22.4	304.7	19.798	19.658	19.978	20.327	20.307	 17942	215.779760	+55.442123
215.832878	+54.230241	wd	DA_auto     	          	J142319.89+541348.8	   17.6	266.0	19.862	19.610	19.879	20.194	20.334	 15919	215.832878	+54.230241
215.840771	+59.385260	wd	DB          	          	J142321.78+592306.9	   46.8	166.1	18.509	18.645	18.884	19.144	19.346	 16481	215.840771	+59.385260
215.884360	+51.198966	wd	DA_auto     	          	J142332.24+511156.2	  235.6	243.1	17.700	17.261	17.223	17.284	17.403	  8867	215.884360	+51.198966
215.919136	+38.613680	wd	DA_auto     	          	J142340.59+383649.2	    4.3	293.5	19.210	19.583	20.056	20.479	21.120	 36761	215.919136	+38.613680
